715926.24	9443654.68	1.753
718319.13	9445364.95	2.333
705443.89	9435654.61	1.088
705420.66	9436146.22	1.555
705425.21	9436656.18	1.815
717928.86	9443654.83	1.084
717423.59	9443659.42	1.248
716930.64	9443657.83	1.449
717425.06	9444147.92	1.733
716929.05	9444158.62	1.99
716423.79	9444163.2	1.795
718957.42	9445535.08	2.626
716924.37	9444653.28	2.208
716422.14	9444642.49	2.06
715932.31	9444659.31	1.961
710441.1	9441142.4	2.212
710924.75	9428640.09	-9.377
710929.33	9429143.92	-8.958
710930.84	9429647.76	-8.906
710926.17	9430148.55	-7.957
710930.75	9430649.31	-7.354
710929.16	9431150.09	-6.905
710927.55	9431644.72	-6.277
716457.36	9445087.87	2.127
715933.76	9445144.73	2.085
710934.11	9441174.75	1.878
711467.08	9428712.19	-9.339
711425.27	9429151.65	-8.989
715434.6	9445133.92	2.131
711426.77	9429652.42	-8.551
711428.27	9430153.19	-8.147
711432.83	9430647.81	-7.723
711428.17	9431148.6	-7.259
715405.34	9445656.3	2.42
715925.86	9445599.45	2.252
711414.59	9441133.4	1.896
711422.21	9441631.08	2.516
712015.4	9428725.91	-9.488
711930.41	9429143.99	-9.348
711928.85	9429650.92	-9.141
711933.43	9430148.61	-8.4
699445.82	9432151.05	1.225
711931.85	9430649.39	-8.046
711930.27	9431150.17	-7.403
714926.27	9445144.64	2.207
711929.1	9441144.18	1.993
711902.88	9441654.25	2.649
711925.88	9442142.67	3.125
711927.4	9442661.87	2.557
712461.86	9428669.26	-9.736
712429.43	9429148.64	-9.334
712452.49	9429649.34	-9.032
712430.85	9430647.89	-8.161
699933.98	9432681.15	1.497
712432.34	9431142.52	-7.609
712445.13	9441664.95	2.938
712437.38	9442171.89	2.493
712435.71	9442654.24	2.252
712434.09	9443151.95	2.328
712930	9428649.42	-9.989
712928.43	9429150.2	-9.722
712945.32	9429641.72	-9.225
712928.37	9430151.76	-8.814
712932.94	9430646.38	-8.446
712928.29	9431147.18	-7.913
712933.32	9442148.92	2.294
712916.19	9442609.81	1.995
712936.26	9443147.4	2.081
