715926.24	9443654.68	-0.178
718319.13	9445364.95	-0.328
705443.89	9435654.61	0.349
705420.66	9436146.22	0.87
705425.21	9436656.18	1.195
717928.86	9443654.83	-1.355
717423.59	9443659.42	-1.085
716930.64	9443657.83	-0.829
717425.06	9444147.92	-0.632
716929.05	9444158.62	-0.227
716423.79	9444163.2	-0.264
718957.42	9445535.08	0.057
716924.37	9444653.28	0.032
716422.14	9444642.49	0.061
715932.31	9444659.31	0.149
710441.1	9441142.4	1.024
710924.75	9428640.09	-12.686
710929.33	9429143.92	-12.118
710930.84	9429647.76	-11.896
710926.17	9430148.55	-10.777
710930.75	9430649.31	-10.009
710929.16	9431150.09	-9.462
710927.55	9431644.72	-8.73
716457.36	9445087.87	0.1
715933.76	9445144.73	0.342
710934.11	9441174.75	0.571
711467.08	9428712.19	-12.606
711425.27	9429151.65	-12.098
715434.6	9445133.92	0.577
711426.77	9429652.42	-11.583
711428.27	9430153.19	-11.123
711432.83	9430647.81	-10.601
711428.17	9431148.6	-10.015
715405.34	9445656.3	1.163
715925.86	9445599.45	0.565
711414.59	9441133.4	0.608
711422.21	9441631.08	1.623
712015.4	9428725.91	-12.76
711930.41	9429143.99	-12.603
711928.85	9429650.92	-12.378
711933.43	9430148.61	-11.568
699445.82	9432151.05	0.979
711931.85	9430649.39	-11.073
711930.27	9431150.17	-10.233
714926.27	9445144.64	0.844
711929.1	9441144.18	0.808
711902.88	9441654.25	1.965
711925.88	9442142.67	2.4
711927.4	9442661.87	1.651
712461.86	9428669.26	-13.15
712429.43	9429148.64	-12.751
712452.49	9429649.34	-12.419
712430.85	9430647.89	-11.265
699933.98	9432681.15	1.175
712432.34	9431142.52	-10.508
712445.13	9441664.95	2.148
712437.38	9442171.89	1.521
712435.71	9442654.24	1.025
712434.09	9443151.95	1.126
712930	9428649.42	-13.531
712928.43	9429150.2	-13.255
712945.32	9429641.72	-12.693
712928.37	9430151.76	-12.141
712932.94	9430646.38	-11.589
712928.29	9431147.18	-10.898
712933.32	9442148.92	1.102
712916.19	9442609.81	0.661
712936.26	9443147.4	0.734
712928.51	9443654.34	0.757
713428.99	9428644.84	-13.65
713430.5	9429145.61	-13.535
713422.79	9429652.56	-12.945
713424.28	9430144.12	-12.298
713422.71	9430644.91	-11.916
713430.4	9431151.81	-11.486
713430.16	9434147.27	-8.762
713429.33	9442147.46	0.405
713473.82	9442608.17	0.213
713432.28	9443145.94	0.39
713375.92	9443886.52	1.171
713924.91	9428646.41	-14.051
713926.44	9429150.26	-13.445
715417.75	9444645.48	0.361
700921.21	9432143.82	-0.406
713924.81	9430646.46	-12.37
713920.17	9431150.33	-11.846
713930.7	9434646.55	-8.878
713914.49	9442643.73	0.14
713925.26	9443159.84	0.547
713926.7	9443648.33	1.099
713928.2	9444155.25	1.225
714427.01	9428651.03	-13.977
714425.42	9429142.6	-13.49
714420.79	9429646.47	-13.222
714426.89	9430641.87	-12.615
714428.46	9431158.01	-12.13
714429.01	9442648.35	0.14
714449.01	9443161.36	0.439
714425.8	9443643.78	0.924
714427.29	9444147.63	0.951
714428.77	9444648.41	0.913
714928.1	9442646.87	0.061
714926.43	9443120.01	0.451
714918.74	9443642.32	0.558
714923.32	9444149.23	0.596
715416.33	9443130.84	0.143
715927.75	9444161.61	-0.126
716434.57	9443647.02	-0.601
718950.7	9445350.76	0.173
714924.81	9444650.01	0.711
715419.37	9444153.9	0.168
718144.02	9445534.45	-0.466
708931.74	9440148.33	2.188
709427.73	9440149.96	1.419
709441.54	9440659.9	2.17
709911.35	9440133.19	0.791
709937.52	9440655.38	2.065
710435.14	9440159.31	0.663
710921.84	9440139.45	-0.336
711448.7	9440162.48	-0.838
711423.72	9442147.21	2.386
707924.53	9439143.57	1.279
708432.84	9439145.17	0.598
708428.14	9439649.02	0.906
708927.22	9439653.72	1.197
709426.28	9439652.26	1.943
709928.39	9439638.51	0.796
709929.71	9441146.96	1.69
710412.02	9439627.88	-0.295
710430.42	9440650.87	0.691
710908.08	9439651	-0.85
710926.37	9440634.06	0.089
710929.23	9441614.09	1.2
711419.44	9439640.29	-1.765
711437.8	9440644.85	-0.256
711946.12	9440646.43	-0.334
716433.08	9443149.31	-0.906
716927.63	9442656.26	-1.44
716926.02	9443144.76	-0.994
718908.68	9442659.5	-3.255
718431.13	9442657.88	-2.947
717925.92	9442680.91	-2.235
718432.62	9443152.52	-2.207
717915.03	9443154.08	-1.734
715444.2	9442147.62	-0.575
715433.37	9442648.44	-0.004
715940.27	9441132.28	-1.713
715929.48	9441645.39	-1.431
715927.9	9442146.18	-0.954
715932.46	9442643.88	-0.569
715930.88	9443144.67	-0.523
716425.58	9440648.47	-2.949
716427.12	9441158.47	-2.254
716425.41	9442645.47	-0.978
717423.66	9442657.84	-1.958
717422.1	9443161.71	-1.242
715915.85	9440183.01	-2.705
715938.84	9440656.08	-2.159
716436.39	9440144.58	-3.279
716431.66	9441646.95	-1.876
716427.09	9442175.41	-1.477
716923.22	9440164.62	-3.744
716930.83	9440646.95	-3.571
716920.06	9441163.13	-2.948
716918.42	9441639.35	-2.428
716892.2	9442143.29	-1.933
717405.32	9441680.9	-2.899
717440.62	9442147.78	-2.541
717858.12	9441651.88	-3.418
717918.17	9442152.49	-3.09
712936.55	9441156.58	1.696
712916.46	9441654.34	1.368
713415.52	9441643.65	0.739
713940.78	9441119.81	0.071
713940.81	9442167.45	0.108
714442.92	9442144.46	-0.249
714955.91	9441639.08	-0.693
714951.29	9442155.23	-0.394
715427.32	9441653.03	-1.079
711927.8	9439654.15	-2.305
712418.97	9441151.96	0.886
713429.47	9441152.05	0.236
713923.98	9440649.8	-0.054
713905.29	9441617.62	0.215
714410.74	9440648.35	-0.096
714419.95	9441671.39	-0.253
714932.9	9441153.72	-0.878
715436.64	9440645.29	-1.749
715404.23	9441140.03	-1.282
711932.34	9440148.77	-1.394
712439.15	9439640.35	-2.448
712419.04	9440131.97	-1.265
712442.18	9440663.4	0.141
712941.17	9440634.28	0.991
713406.42	9439612.91	-2.573
713427.96	9440645.13	0.46
712955.31	9440207.19	0.288
713417.13	9440107.51	-1.222
713917.91	9439642.11	-1.987
713925.57	9440145.94	-1.108
714438.57	9439649.78	-1.705
714946.89	9439648.26	-1.808
714948.41	9440155.18	-1.481
715430.65	9439674.46	-2.892
711411.85	9439154.9	-2.413
711934.09	9438652.58	-4.06
711932.49	9439156.43	-3.239
712409.88	9439118.16	-3.673
712933.69	9439147.33	-3.803
713414.27	9439145.9	-3.826
713938.03	9439159.71	-3.021
714446.24	9439121.32	-2.549
714427.86	9440190.53	-0.732
714945.39	9439147.48	-1.857
715416.75	9439149.14	-2.995
712946.15	9438154.95	-5.357
713429.99	9436147.32	-7.228
713434.57	9436651.16	-6.777
713429.9	9437151.95	-6.245
713419.05	9437646.62	-5.757
713432.95	9438175.01	-5.147
713919.8	9436148.93	-7.177
713933.61	9436646.6	-6.62
713935.11	9437147.37	-6.149
713933.51	9437642.02	-5.692
713931.96	9438155.09	-4.975
713930.31	9438634.37	-4.108
714434.26	9436147.39	-7.11
714432.68	9436648.18	-6.569
714431.13	9437158.18	-6.01
714432.61	9437652.81	-5.427
714424.85	9438150.55	-4.672
714407.77	9438617.58	-3.675
711929.77	9436154.86	-6.347
711932.78	9437168.69	-5.199
711935.7	9438154.87	-4.688
712419.51	9436131.9	-6.815
712436.44	9436644.92	-6.296
712434.87	9437151.84	-5.676
712442.58	9437674.1	-5.625
712431.67	9438153.41	-5.211
712433.09	9438632.67	-4.452
712946.32	9436142.62	-7.186
712929.35	9436649.59	-6.625
712930.84	9437150.37	-6.098
712932.34	9437654.21	-5.843
712932.2	9438646.55	-4.623
710928.58	9436148.61	-5.307
710930.08	9436658.59	-4.865
710926.68	9438640.19	-0.811
710906.55	9439128.73	-1.265
711433.78	9436147.11	-5.798
711432.19	9436650.96	-5.596
711421.35	9437151.77	-4.883
711453.62	9437646.31	-4.29
711430.44	9438144.08	-1.899
711401.09	9438638.79	-2.491
711937.42	9436655.61	-5.759
710931.52	9437144	-4.513
710933.02	9437653.98	-1.704
710915.97	9438142.52	-0.133
711936.04	9435153.29	-6.537
711912.57	9437626.52	-5.052
712930.98	9435131.89	-7.767
712948	9435672.56	-7.543
713929.22	9435181.13	-8.167
714425.04	9435130.49	-8.36
710930.29	9434643.21	-5.377
710928.7	9435147.06	-5.431
710930.19	9435650.9	-5.448
711430.83	9435148.65	-5.918
711432.34	9435658.63	-5.926
711928.41	9434658.68	-6.743
711931.36	9435651.01	-6.388
712424.29	9434632.63	-7.386
712435.06	9435145.66	-7.116
712436.56	9435649.51	-6.881
712935.69	9434643.39	-7.92
713414.64	9435136.59	-8.175
713428.53	9435658.84	-7.788
710951.97	9433641.6	-5.843
710928.83	9434148.59	-5.704
711429.49	9433661.69	-6.456
711427.86	9434150.18	-6.326
711413.95	9434650.99	-6.135
711931.56	9433647.9	-7.049
711926.88	9434145.62	-6.832
712424.43	9433646.43	-7.738
712438.28	9434159.46	-7.41
712929.72	9432649.51	-9.843
712931.24	9433156.43	-9.25
712929.62	9433644.92	-8.417
712931.15	9434154.91	-7.972
713425.5	9434648.07	-8.323
713930.62	9435648.12	-7.623
714434.47	9434168.84	-9.714
714423.59	9434648.14	-9.105
714441.98	9435643.51	-7.663
710938.28	9432145.46	-8.138
710933.64	9432655.47	-7.307
710935.1	9433147.02	-6.663
711425.04	9432165.52	-8.428
711438.79	9432644.75	-7.955
711412.54	9433139.46	-7.326
712407.78	9430144.11	-11.824
712427.64	9432660.23	-9.077
712438.32	9433139.47	-8.598
713422.65	9432669.54	-10.236
713430.24	9433145.71	-9.686
713431.72	9433640.35	-8.981
713906.31	9429623.45	-12.944
713926.43	9430164.11	-12.719
714117.4	9430160.46	-12.649
714422.28	9430134.96	-12.897
711423.49	9431646.32	-9.312
711928.61	9431626.37	-9.558
711936.38	9432163.99	-9.079
711947.02	9432634.02	-8.496
711930.05	9433140.99	-7.963
712426.12	9432150.24	-9.632
713930.9	9431641.86	-11.458
713926.27	9432151.88	-11.102
713955.52	9432655.64	-10.812
713923.11	9433147.3	-10.2
713918.58	9433688.04	-9.695
713941.5	9434139.6	-9.405
714442.3	9431661.82	-11.74
714440.67	9432141.11	-11.49
714423.76	9432660.37	-11.028
714406.74	9433145.85	-10.761
714392.93	9433674.32	-10.19
706432.28	9437639.45	1.672
706436.83	9438149.41	1.852
706938.98	9438157.18	2.022
707428.76	9438149.62	1.938
707417.86	9438641.2	1.715
707935.43	9438651.99	1.13
708925.74	9439143.74	0.183
712418.46	9431649.49	-9.962
712926.73	9431654.1	-10.611
712934.37	9432145.64	-10.165
713428.81	9431646.45	-11.101
713430.31	9432144.15	-10.674
707430.4	9437651.92	1.366
707952.51	9438166.54	1.499
708406.87	9437627.58	0.683
708916.64	9438136.08	-0.843
708964.33	9438642.86	-0.606
709411.17	9437640.02	-1.782
709443.52	9438168.34	-1.506
709407.96	9438650.78	-0.59
709412.46	9439136.17	0.499
709910.27	9437656.99	-2.254
709930.18	9438142.34	-1.401
709928.57	9438646.19	0.137
709923.86	9439143.9	1.274
710427.8	9437652.4	-2.326
710432.32	9438143.94	-1.331
710427.6	9438635.51	0.326
710422.94	9439148.58	-0.411
705930.16	9437643.96	1.945
706449.35	9437150.92	1.241
706918.99	9437634.97	1.334
707932.53	9437650.47	1.251
708433.05	9438155.92	0.213
708437.58	9438656.68	0.294
708933.72	9437653.7	-0.707
709429.97	9435646.1	-2.962
709434.53	9436149.93	-2.549
709445.28	9436666.03	-2.26
709431.32	9437157.62	-1.919
709929.01	9435644.64	-3.797
709936.67	9436154.6	-3.616
709928.89	9436652.32	-3.202
709914.92	9437140.84	-2.912
710421.73	9436635.51	-3.97
710432.48	9437148.54	-3.8
704927.8	9436150.71	1.039
704935.33	9436626.87	1.359
705931.8	9437143.2	1.624
706929.89	9437143.39	0.666
707432.01	9437141.94	0.712
707946.49	9437152.73	0.631
708417.79	9437148.29	0.068
709430.26	9433649.17	-3.927
709428.65	9434146.87	-3.335
709424	9434659.94	-3.242
709425.43	9435148.42	-3.073
709935.48	9433659.97	-4.42
709927.7	9434154.62	-4.116
709913.73	9434640.07	-4.002
709927.55	9435150.01	-3.941
710411.22	9435160.88	-4.832
710455.8	9435652.3	-4.771
710432.63	9436153.14	-4.579
704433.46	9435636.01	1.087
704410.27	9436142.98	1.87
704907.8	9435622.36	1.006
706429.77	9434641.03	-0.469
706941.31	9433647.24	-0.517
706931.9	9434648.79	-0.944
707929.76	9435638.2	-0.818
707934.31	9436142.02	-0.663
707898.81	9436645.96	-0.049
708416.5	9435649.07	-1.349
708411.76	9436134.49	-0.839
708437.94	9436659.75	-0.403
708946.33	9435644.45	-1.951
708947.81	9436148.28	-1.634
708921.55	9436649.13	-1.189
708947.72	9437174.4	-0.916
710434.37	9434653.89	-4.671
702934.99	9435145.68	1.216
703434.14	9434112.03	-0.455
703463.43	9434661.85	0.32
703437.1	9435147.32	0.666
703913.12	9434645.2	0.187
703929.96	9435148.98	0.811
703928.23	9435622.09	1.014
704388.93	9435144.6	0.934
707926.97	9433625.93	-2.134
707916.08	9434117.51	-2.239
707942.27	9434645.85	-1.549
707912.91	9435140.55	-1.023
708401.37	9433633.76	-3.146
708415.25	9434165.2	-2.238
708425.87	9434638.29	-1.893
708430.43	9435142.12	-1.755
708940.49	9433650.61	-3.417
708923.47	9434151.43	-2.797
708915.63	9434627.64	-2.275
708929.5	9435156.02	-2.42
703920.94	9434150.57	-0.171
704413.79	9434149.16	-0.524
704912.8	9434144.65	-0.253
705941.47	9435152.42	-0.137
705915.18	9435650.18	0.272
705938.21	9436157.02	0.633
705930.39	9436651.66	1.127
706429.63	9435654.84	-0.067
706431.07	9436155.6	0.681
706413.99	9436641.05	0.982
706923.87	9436126.52	0.228
706910	9436658.05	0.588
707421.35	9436653.49	0.155
702420.82	9434148.71	0.678
708939.01	9433149.84	-4.431
703429.95	9432646.64	-2.079
703432.3	9435626.58	0.964
703933.65	9432138.3	-2.851
708919.04	9432642.99	-4.796
706927.55	9433152.66	-1.191
707934.96	9432148.18	-3.919
707921.06	9432661.28	-2.645
707931.74	9433152.8	-2.08
708403.22	9432165.24	-4.429
708429.3	9432653.65	-3.821
708421.45	9433129.86	-3.382
708932.98	9432145.25	-5.157
702425.5	9433629.51	0.282
702938.52	9433142.66	-1.006
702932.09	9434125.75	0.072
702930.5	9434648.01	0.668
706411.49	9433645.7	-0.448
706419.17	9434171.02	0.006
706421.97	9435138.74	-0.424
706930.47	9434157.25	-0.573
706951.89	9435167.93	-0.699
706934.81	9435650.31	-0.16
707437.21	9433633.5	-1.01
707420.21	9434143.53	-1.442
